"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-17","-17.2",",,s","-10.3",",,s","-26.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-18","-9.0",",,s","-7.5",",,s","-11.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-19","-7.2",",,s","1.1",",,s","-15.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-20","-15.1",",,s","-11.5",",,s","-17.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-21","-19.6",",,s","-16.6",",,s","-22.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-22","-19.1",",,s","-13.3",",,s","-24.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-23","-13.7",",,s","-8.6",",,s","-18.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-24","-9.3",",,s","-4.4",",,s","-14.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-25","-14.5",",,s","-8.2",",,s","-16.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-26","-12.1",",,s","-5.5",",,s","-20.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-27","-6.8",",,s","-3.5",",,s","-12.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-28","-16.0",",,s","-12.0",",,s","-21.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-29","-10.7",",,s","-5.7",",,s","-15.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-30","-9.1",",,s","-5.0",",,s","-12.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-01-31","-17.5",",,s","-11.4",",,s","-20.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-01","-19.1",",,s","-16.9",",,s","-23.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-02","-23.6",",,s","-19.5",",,s","-26.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-03","-22.2",",,s","-16.9",",,s","-28.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-04","-19.3",",,s","-16.5",",,s","-22.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-05","-16.7",",,s","-12.6",",,s","-20.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-06","-15.1",",,s","-9.8",",,s","-20.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-07","-11.7",",,s","-3.6",",,s","-21.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-08","-10.2",",,s","-5.0",",,s","-13.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-09","-16.3",",,s","-12.1",",,s","-21.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-10","-17.3",",,s","-12.3",",,s","-22.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-11","-18.0",",,s","-14.4",",,s","-22.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-12","-19.9",",,s","-12.9",",,s","-26.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-13","-20.1",",,s","-12.4",",,s","-27.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-14","-15.3",",,s","-10.5",",,s","-19.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-15","-17.6",",,s","-10.7",",,s","-25.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-16","-17.4",",,s","-10.2",",,s","-25.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-17","-11.9",",,s","-5.8",",,s","-18.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-18","-14.4",",,s","-9.4",",,s","-18.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-19","-13.2",",,s","-8.2",",,s","-16.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-20","-16.4",",,s","-10.8",",,s","-23.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-21","-11.8",",,s","-10.1",",,s","-14.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-22","-14.7",",,s","-10.7",",,s","-18.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-23","-9.1",",,s","-4.8",",,s","-15.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-24","-3.4",",,s","1.0",",,s","-5.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-25","-12.1",",,s","-5.6",",,s","-15.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-26","-15.4",",,s","-9.3",",,s","-19.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-27","-17.7",",,s","-12.3",",,s","-22.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-02-28","-14.1",",,s","-10.6",",,s","-19.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-01","-14.6",",,s","-7.2",",,s","-22.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-02","-12.8",",,s","-8.5",",,s","-15.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-03","-10.8",",,s","-5.0",",,s","-20.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-04","-4.4",",,s","0.2",",,s","-7.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-05","-9.6",",,s","-5.4",",,s","-11.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-06","-13.0",",,s","-9.8",",,s","-19.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-07","-15.6",",,s","-9.4",",,s","-21.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-08","-16.3",",,s","-9.2",",,s","-25.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-09","-14.6",",,s","-7.6",",,s","-22.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-10","-11.4",",,s","-5.5",",,s","-18.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-11","-2.0",",,s","2.5",",,s","-8.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-12","-4.6",",,s","2.3",",,s","-8.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-13","-9.9",",,s","-5.2",",,s","-14.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-14","-5.3",",,s","1.1",",,s","-13.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-15","-3.7",",,s","-0.6",",,s","-8.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-16","-10.4",",,s","-6.9",",,s","-13.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-17","-10.5",",,s","-6.5",",,s","-15.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-18","-8.7",",,s","-4.1",",,s","-14.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-19","-3.0",",,s","1.3",",,s","-7.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-20","-6.4",",,s","-2.1",",,s","-10.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-21","-4.4",",,s","0.2",",,s","-12.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-22","-4.1",",,s","0.2",",,s","-11.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-23","-4.8",",,s","0.8",",,s","-12.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-24","-2.7",",,s","-0.5",",,s","-4.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-25","-5.9",",,s","-2.9",",,s","-8.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-26","-6.9",",,s","-3.8",",,s","-10.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-27","-5.6",",,s","-1.1",",,s","-9.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-28","-4.8",",,s","1.5",",,s","-12.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-29","-3.3",",,s","1.9",",,s","-9.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-30","2.2",",,s","4.4",",,s","-4.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-03-31","3.4",",,s","5.3",",,s","1.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-01","0.5",",,s","6.7",",,s","-1.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-02","-0.3",",,s","2.2",",,s","-1.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-03","0.4",",,s","5.0",",,s","-3.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-04","0.9",",,s","8.6",",,s","-0.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-05","0.9",",,s","4.9",",,s","-1.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-06","0.4",",,s","5.5",",,s","-5.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-07","4.9",",,s","12.4",",,s","-2.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-08","8.2",",,s","12.7",",,s","4.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-09","3.1",",,s","10.8",",,s","-1.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-10","1.8",",,s","5.1",",,s","-2.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-11","0.2",",,s","4.3",",,s","-4.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-12","-0.7",",,s","1.4",",,s","-2.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-13","-2.3",",,s","-0.8",",,s","-3.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-14","-1.6",",,s","2.0",",,s","-6.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-15","-0.5",",,s","3.6",",,s","-7.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-16","0.2",",,s","5.0",",,s","-7.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-17","2.7",",,s","8.8",",,s","-4.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-18","5.7",",,s","10.3",",,s","0.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-19","3.7",",,s","7.0",",,s","0.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-20","7.6",",,s","13.3",",,s","3.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-21","6.9",",,s","12.9",",,s","1.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-22","5.4",",,s","11.5",",,s","-0.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-23","8.6",",,s","15.4",",,s","-2.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-24","12.3",",,s","18.9",",,s","6.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-25","12.0",",,s","19.3",",,s","2.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-26","10.9",",,s","16.4",",,s","7.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-27","4.3",",,s","8.0",",,s","1.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-28","5.7",",,s","7.5",",,s","4.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-29","7.4",",,s","12.2",",,s","1.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-04-30","10.8",",,s","16.4",",,s","4.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-01","13.5",",,s","21.7",",,s","5.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-02","14.9",",,s","21.7",",,s","7.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-03","14.3",",,s","19.1",",,s","9.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-04","12.0",",,s","17.5",",,s","5.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-05","9.7",",,s","12.5",",,s","7.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-06","8.5",",,s","11.2",",,s","6.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-07","8.1",",,s","11.7",",,s","4.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-08","10.1",",,s","15.5",",,s","3.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-09","10.5",",,s","15.5",",,s","5.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-10","8.4",",,s","12.2",",,s","7.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-11","8.7",",,s","13.3",",,s","3.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-12","11.6",",,s","14.9",",,s","6.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-13","13.6",",,s","20.2",",,s","5.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-14","16.9",",,s","23.8",",,s","7.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-15","15.8",",,s","19.4",",,s","12.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-16","18.8",",,s","26.1",",,s","10.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-17","18.6",",,s","22.5",",,s","15.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-18","17.5",",,s","23.8",",,s","13.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-19","17.2",",,s","21.5",",,s","12.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-20","16.1",",,s","21.0",",,s","12.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-21","21.2",",,s","28.8",",,s","13.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-22","23.8",",,s","30.8",",,s","14.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-23","24.0",",,s","32.0",",,s","14.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-24","21.1",",,s","25.3",",,s","16.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-25","19.0",",,s","23.6",",,s","16.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-26","20.0",",,s","26.4",",,s","12.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-27","21.3",",,s","27.6",",,s","14.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-28","20.2",",,s","25.7",",,s","15.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-29","18.7",",,s","23.7",",,s","15.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-30","19.6",",,s","24.6",",,s","14.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-05-31","21.7",",,s","27.6",",,s","13.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-01","22.9",",,s","28.5",",,s","14.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-02","23.2",",,s","30.2",",,s","15.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-03","23.6",",,s","31.1",",,s","15.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-04","27.1",",,s","33.2",",,s","20.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-05","26.7",",,s","33.0",",,s","20.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-06","22.1",",,s","27.6",",,s","16.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-07","26.6",",,s","33.7",",,s","18.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-08","29.1",",,s","35.3",",,s","21.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-09","29.3",",,s","36.0",",,s","23.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-10","29.1",",,s","37.3",",,s","19.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-11","29.0",",,s","35.5",",,s","19.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-12","24.6",",,s","29.7",",,s","22.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-13","25.5",",,s","30.8",",,s","20.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-14","25.7",",,s","29.9",",,s","20.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-15","22.7",",,s","27.4",",,s","19.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-16","21.6",",,s","25.0",",,s","18.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-17","25.4",",,s","31.2",",,s","18.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-18","26.3",",,s","31.3",",,s","21.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-19","28.2",",,s","34.4",",,s","22.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-20","22.3",",,s","28.2",",,s","19.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-21","14.6",",,s","21.3",",,s","12.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-22","19.6",",,s","26.0",",,s","10.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-23","26.4",",,s","32.8",",,s","20.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-24","29.6",",,s","36.9",",,s","21.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-25","30.6",",,s","36.2",",,s","24.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-26","30.6",",,s","37.8",",,s","20.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-27","28.1",",,s","32.6",",,s","24.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-28","23.7",",,s","27.5",",,s","21.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-29","24.6",",,s","30.9",",,s","20.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-06-30","26.7",",,s","31.5",",,s","21.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-01","27.0",",,s","31.1",",,s","23.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-02","23.9",",,s","28.1",",,s","20.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-03","25.4",",,s","30.1",",,s","20.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-04","24.1",",,s","27.8",",,s","20.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-05","21.4",",,s","26.8",",,s","18.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-06","19.8",",,s","23.2",",,s","16.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-07","18.8",",,s","22.0",",,s","15.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-08","19.5",",,s","21.4",",,s","17.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-09","21.3",",,s","24.6",",,s","18.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-10","22.2",",,s","26.8",",,s","16.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-11","21.7",",,s","26.8",",,s","19.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-12","23.6",",,s","29.4",",,s","17.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-13","24.6",",,s","29.1",",,s","19.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-14","24.3",",,s","29.9",",,s","16.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-15","25.8",",,s","30.6",",,s","20.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-16","23.9",",,s","26.4",",,s","21.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-17","25.6",",,s","28.9",",,s","23.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-18","24.2",",,s","29.7",",,s","19.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-19","23.2",",,s","27.3",",,s","17.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-20","23.4",",,s","26.1",",,s","20.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-21","23.6",",,s","28.3",",,s","19.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-22","24.0",",,s","28.8",",,s","20.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-23","24.8",",,s","29.5",",,s","19.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-24","24.2",",,s","30.2",",,s","19.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-25","25.0",",,s","28.7",",,s","21.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-26","24.3",",,s","29.6",",,s","21.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-27","23.4",",,s","28.7",",,s","15.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-28","22.4",",,s","25.5",",,s","17.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-29","23.2",",,s","28.2",",,s","16.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-30","24.2",",,s","29.4",",,s","18.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-07-31","23.8",",,s","26.8",",,s","20.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-01","22.1",",,s","26.1",",,s","17.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-02","22.5",",,s","28.1",",,s","16.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-03","22.3",",,s","26.2",",,s","19.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-04","23.5",",,s","25.4",",,s","21.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-05","21.2",",,s","22.8",",,s","19.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-06","18.7",",,s","22.0",",,s","16.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-07","20.7",",,s","27.0",",,s","15.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-08","21.1",",,s","25.0",",,s","18.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2010-08-09","22.0",",,s","26.4",",,s","19.3",",,s"
